rodada,query,tempo_execucao_sem_index,tempo_execucao_com_index
28,42,0.0,22.454.261.779.785.100
28,43,0.0,11.889.934.539.794.900
28,44,0.0,0.0
28,45,10.161.399.841.308.500,2.573.728.561.401.360
28,46,10.137.557.983.398.400,0.0
28,47,9.984.970.092.773.430,0.0
28,48,11.310.577.392.578.100,0.0
28,49,10.783.672.332.763.600,1.012.563.705.444.330
28,50,33.721.923.828.125,19.960.403.442.382.800
28,51,15.106.201.171.875,10.120.868.682.861.300
28,52,10.137.557.983.398.400,10.797.977.447.509.700
28,53,13.287.067.413.330.000,10.118.484.497.070.300
28,54,1.409.292.221.069.330,2.159.595.489.501.950
28,55,9.968.280.792.236.320,16.291.141.510.009.700
29,1,0.0,0.0
29,2,9.992.122.650.146.480,18.241.405.487.060.500
29,3,10.013.580.322.265.600,0.0
29,4,0.0,0.0
29,5,0.0,0.0
29,6,5.133.152.008.056.640,1.506.805.419.921.870
29,7,0.0,0.0
29,8,0.0,1.010.894.775.390.620
29,9,0.0,0.0
29,10,4.255.056.381.225.580,13.916.492.462.158.200
29,11,1.009.225.845.336.910,9.584.426.879.882.810
29,12,0.0,0.0
29,13,9.996.891.021.728.510,1.001.596.450.805.660
29,14,0.0,9.980.201.721.191.400
29,15,0.0,0.0
29,16,9.999.275.207.519.530,0.0
29,17,5.726.814.270.019.530,10.023.117.065.429.600
29,18,10.116.100.311.279.200,10.046.958.923.339.800
29,19,0.0,2.001.047.134.399.410
29,20,0.0,5.679.130.554.199.210
29,21,0.0,10.411.739.349.365.200
29,22,0.0,12.590.885.162.353.500
29,23,0.0,5.681.514.739.990.230
29,24,0.0,10.700.225.830.078.100
29,25,4.273.891.448.974.600,0.0
29,26,10.170.936.584.472.600,0.0
29,27,0.0,0.0
29,28,9.293.556.213.378.900,4.012.584.686.279.290
29,29,10.144.710.540.771.400,10.914.802.551.269.500
29,30,5.104.541.778.564.450,0.0
29,31,10.137.557.983.398.400,0.0
29,32,9.999.275.207.519.530,0.0
29,33,10.247.230.529.785.100,995.635.986.328.125
29,34,9.722.709.655.761.710,9.503.364.562.988.280
29,35,9.615.421.295.166.010,0.0
29,36,13.625.621.795.654.200,4.570.722.579.956.050
29,37,0.0,0.0
29,38,1.010.894.775.390.620,5.247.592.926.025.390
29,39,0.0,0.0
29,40,15.082.359.313.964.800,10.113.716.125.488.200
29,41,10.101.795.196.533.200,0.0
29,42,10.006.427.764.892.500,10.952.949.523.925.700
29,43,9.548.664.093.017.570,0.0
29,44,2.107.858.657.836.910,0.0
29,45,102.996.826.171.875,0.0
29,46,7.996.559.143.066.400,10.128.021.240.234.300
29,47,5.564.689.636.230.460,15.273.094.177.246.000
29,48,10.628.700.256.347.600,1.256.704.330.444.330
29,49,0.0,0.0
29,50,0.0,4.617.452.621.459.960
29,51,0.0,1.001.119.613.647.460
29,52,0.0,0.0
29,53,0.0,15.094.280.242.919.900
29,54,1.005.411.148.071.280,10.704.994.201.660.100
29,55,0.0,2.146.005.630.493.160
30,1,5.638.599.395.751.950,0.0
30,2,0.0,0.0
30,3,0.0,10.023.117.065.429.600
30,4,37.288.665.771.484.300,0.0
30,5,11.456.012.725.830.000,0.0
30,6,8.261.203.765.869.140,997.781.753.540.039
30,7,0.0,12.562.274.932.861.300
30,8,0.0,15.196.800.231.933.500
30,9,11.870.861.053.466.700,2.218.484.878.540.030
30,10,0.0,4.839.897.155.761.710
30,11,0.0,0.0
30,12,0.0,9.984.970.092.773.430
30,13,0.0,10.066.032.409.667.900
30,14,0.0,0.0
30,15,0.0,0.0
30,16,31.957.626.342.773.400,0.0
30,17,0.0,31.228.065.490.722.600
30,18,10.094.642.639.160.100,0.0
30,19,9.167.194.366.455.070,10.251.998.901.367.100
30,20,0.0,0.0
30,21,0.0,0.0
30,22,15.442.371.368.408.200,10.006.427.764.892.500
30,23,12.211.799.621.582.000,0.0
30,24,7.712.841.033.935.540,0.0
30,25,10.001.659.393.310.500,0.0
30,26,0.0,0.0
30,27,10.137.557.983.398.400,4.172.801.971.435.540
30,28,0.0,5.102.157.592.773.430
30,29,0.0,10.128.021.240.234.300
30,30,1.123.666.763.305.660,1.001.119.613.647.460
30,31,0.0,1.255.035.400.390.620
30,32,0.0,9.100.437.164.306.640
30,33,0.0,0.0
30,34,0.0,10.001.659.393.310.500
30,35,0.0,0.0
30,36,5.011.796.951.293.940,0.0
30,37,10.128.021.240.234.300,9.944.438.934.326.170
30,38,10.297.298.431.396.400,10.037.422.180.175.700
30,39,10.759.830.474.853.500,5.939.006.805.419.920
30,40,0.0,9.272.098.541.259.760
30,41,0.0,0.0
30,42,0.0,0.0
30,43,0.0,9.419.918.060.302.730
30,44,7.046.222.686.767.570,1.295.328.140.258.780
30,45,0.0,1.972.198.486.328.120
30,46,0.0,10.128.021.240.234.300
30,47,3.765.583.038.330.070,0.0
30,48,10.187.625.885.009.700,0.0
30,49,9.961.128.234.863.280,15.134.811.401.367.100
30,50,2.072.572.708.129.880,20.232.200.622.558.500
30,51,12.328.624.725.341.700,11.835.098.266.601.500
30,52,15.561.580.657.958.900,10.106.563.568.115.200
30,53,30.531.883.239.746.000,0.0
30,54,142.669.677.734.375,10.013.580.322.265.600
30,55,0.0,997.781.753.540.039
31,1,0.0,0.0
31,2,40.171.146.392.822.200,9.987.354.278.564.450
31,3,0.0,0.0
31,4,0.0,8.904.933.929.443.350
31,5,2.367.258.071.899.410,1.569.509.506.225.580
31,6,0.0,8.800.029.754.638.670
31,7,0.0,10.118.484.497.070.300
31,8,0.0,0.0
31,9,0.0,0.0
31,10,10.006.427.764.892.500,9.391.307.830.810.540
31,11,9.572.505.950.927.730,0.0
31,12,0.0,101.470.947.265.625
31,13,35.314.559.936.523.400,0.0
31,14,2.197.742.462.158.200,0.0
31,15,8.330.345.153.808.590,0.0
31,16,48.828.125,0.0
31,17,0.0,4.245.758.056.640.620
31,18,0.0,0.0
31,19,9.982.585.906.982.420,0.0
31,20,0.0,993.490.219.116.211
31,21,9.961.128.234.863.280,0.0
31,22,0.0,0.0
31,23,0.0,0.0
31,24,0.0,0.0
31,25,2.598.762.512.207.030,9.806.156.158.447.260
31,26,10.104.179.382.324.200,0.0
31,27,10.037.422.180.175.700,10.416.507.720.947.200
31,28,0.0,13.790.130.615.234.300
31,29,20.160.675.048.828.100,8.141.994.476.318.350
31,30,27.980.804.443.359.300,10.111.331.939.697.200
31,31,10.128.021.240.234.300,10.030.269.622.802.700
31,32,9.968.280.792.236.320,0.0
31,33,0.0,0.0
31,34,10.917.186.737.060.500,0.0
31,35,9.310.245.513.916.010,36.230.087.280.273.400
31,36,0.0,101.470.947.265.625
31,37,0.0,0.0
31,38,0.0,7.905.960.083.007.810
31,39,0.0,4.544.258.117.675.780
31,40,0.0,10.056.495.666.503.900
31,41,0.0,0.0
31,42,5.928.516.387.939.450,34.589.767.456.054.600
31,43,7.529.258.728.027.340,9.980.201.721.191.400
31,44,5.142.688.751.220.700,11.744.499.206.542.900
31,45,25.501.251.220.703.100,461.578.369.140.625
31,46,10.759.830.474.853.500,0.0
31,47,12.593.269.348.144.500,0.0
31,48,0.0,0.0
31,49,0.0,0.0
31,50,2.996.683.120.727.530,0.0
31,51,5.846.023.559.570.310,5.452.871.322.631.830
31,52,14.023.780.822.753.900,10.116.100.311.279.200
31,53,9.965.896.606.445.310,0.0
31,54,9.989.738.464.355.460,10.056.495.666.503.900
31,55,997.304.916.381.836,15.478.134.155.273.400
32,1,11.703.968.048.095.700,0.0
32,2,0.0,2.566.814.422.607.420
32,3,0.0,10.154.247.283.935.500
32,4,3.991.127.014.160.150,0.0
32,5,0.0,9.946.823.120.117.180
32,6,6.666.183.471.679.680,0.0
32,7,6.539.821.624.755.850,0.0
32,8,0.0,1.001.596.450.805.660
32,9,0.0,7.843.971.252.441.400
32,10,10.578.632.354.736.300,10.571.479.797.363.200
32,11,0.0,0.0
32,12,0.0,1.012.563.705.444.330
32,13,0.0,10.001.659.393.310.500
32,14,0.0,9.984.970.092.773.430
32,15,3.941.059.112.548.820,7.817.745.208.740.230
32,16,0.0,6.723.403.930.664.060
32,17,15.118.122.100.830.000,9.090.900.421.142.570
32,18,0.0,0.0
32,19,10.099.411.010.742.100,0.0
32,20,0.0,0.0
32,21,10.156.631.469.726.500,4.988.193.511.962.890
32,22,0.0,0.0
32,23,0.0,1.001.596.450.805.660
32,24,0.0,0.0
32,25,3.960.132.598.876.950,0.0
32,26,0.0,12.698.173.522.949.200
32,27,1.009.225.845.336.910,0.0
32,28,10.149.478.912.353.500,0.0
32,29,9.527.206.420.898.430,0.0
32,30,0.0,0.0
32,31,0.0,0.0
32,32,0.0,0.0
32,33,0.0,57.489.871.978.759.700
32,34,0.0,10.139.942.169.189.400
32,35,0.0,7.033.348.083.496.090
32,36,0.0,13.811.588.287.353.500
32,37,0.0,9.257.793.426.513.670
32,38,860.738.754.272.461,5.340.576.171.875
32,39,1.369.476.318.359.370,0.0
32,40,0.0,0.0
32,41,0.0,9.958.744.049.072.260
32,42,0.0,10.008.811.950.683.500
32,43,0.0,14.579.296.112.060.500
32,44,0.0,13.706.684.112.548.800
32,45,0.0,10.161.399.841.308.500
32,46,0.0,995.635.986.328.125
32,47,0.0,9.980.201.721.191.400
32,48,0.0,0.0
32,49,0.0,10.023.117.065.429.600
32,50,10.088.443.756.103.500,30.050.277.709.960.900
32,51,10.921.955.108.642.500,20.160.675.048.828.100
32,52,101.470.947.265.625,1.607.656.478.881.830
32,53,993.967.056.274.414,10.213.851.928.710.900
32,54,9.067.058.563.232.420,0.0
32,55,0.0,0.0
33,1,1.161.336.898.803.710,0.0
33,2,0.0,0.0
33,3,0.0,0.0
33,4,0.0,293.731.689.453.125
33,5,0.0,0.0
33,6,0.0,0.0
33,7,0.0,9.980.201.721.191.400
33,8,37.059.783.935.546.800,0.0
33,9,5.195.140.838.623.040,0.0
33,10,1.010.894.775.390.620,1.001.119.613.647.460
33,11,0.0,6.244.182.586.669.920
33,12,1.008.749.008.178.710,20.644.664.764.404.200
33,13,0.0,5.893.707.275.390.620
33,14,9.877.681.732.177.730,0.0
33,15,10.602.474.212.646.400,9.942.054.748.535.150
33,16,7.121.562.957.763.670,0.0
33,17,0.0,4.558.563.232.421.870
33,18,10.080.337.524.414.000,0.0
33,19,0.0,0.0
33,20,0.0,0.0
33,21,0.0,0.0
33,22,0.0,0.0
33,23,0.0,0.0
33,24,0.0,0.0
33,25,10.051.727.294.921.800,0.0
33,26,0.0,0.0
33,27,92.315.673.828.125,10.113.716.125.488.200
33,28,7.824.897.766.113.280,0.0
33,29,0.0,0.0
33,30,0.0,10.025.501.251.220.700
33,31,2.526.998.519.897.460,0.0
33,32,17.774.105.072.021.400,1.157.522.201.538.080
33,33,8.242.130.279.541.010,7.104.873.657.226.560
33,34,0.0,0.0
33,35,10.027.885.437.011.700,3.697.633.743.286.130
33,36,0.0,0.0
33,37,0.0,9.987.354.278.564.450
33,38,0.0,9.601.116.180.419.920
33,39,0.0,5.636.215.209.960.930
33,40,10.290.145.874.023.400,10.654.926.300.048.800
33,41,7.398.128.509.521.480,0.0
33,42,5.156.993.865.966.790,0.0
33,43,10.862.350.463.867.100,0.0
33,44,0.0,0.0
33,45,0.0,10.113.716.125.488.200
33,46,0.0,9.999.275.207.519.530
33,47,0.0,9.999.275.207.519.530
33,48,0.0,9.930.133.819.580.070
33,49,0.0,15.187.263.488.769.500
33,50,5.082.607.269.287.100,0.0
33,51,1.306.295.394.897.460,0.0
33,52,2.489.328.384.399.410,10.237.693.786.621.000
33,53,9.980.201.721.191.400,1.018.524.169.921.870
33,54,1.039.743.423.461.910,0.0
33,55,10.075.569.152.832.000,2.054.929.733.276.360
34,1,0.0,0.0
34,2,0.0,0.0
34,3,0.0,0.0
34,4,10.001.659.393.310.500,0.0
34,5,0.0,0.0
34,6,0.0,26.845.932.006.835.900
34,7,3.223.419.189.453.120,0.0
34,8,0.0,10.097.026.824.951.100
34,9,0.0,0.0
34,10,15.094.280.242.919.900,10.051.727.294.921.800
34,11,0.0,0.0
34,12,0.0,0.0
34,13,0.0,0.0
34,14,0.0,0.0
34,15,0.0,5.031.108.856.201.170
34,16,0.0,0.0
34,17,0.0,0.0
34,18,37.987.232.208.251.900,0.0
34,19,0.0,0.0
34,20,0.0,2.951.383.590.698.240
34,21,0.0,33.402.442.932.128.900
34,22,0.0,0.0
34,23,0.0,0.0
34,24,0.0,0.0
34,25,0.0,0.0
34,26,0.0,9.844.303.131.103.510
34,27,22.411.346.435.546.800,0.0
34,28,0.0,9.996.891.021.728.510
34,29,0.0,0.0
34,30,995.635.986.328.125,10.001.659.393.310.500
34,31,0.0,0.0
34,32,0.0,9.026.527.404.785.150
34,33,0.0,5.941.390.991.210.930
34,34,0.0,14.352.798.461.914.000
34,35,0.0,5.071.163.177.490.230
34,36,8.292.198.181.152.340,0.0
34,37,0.0,10.068.416.595.458.900
34,38,0.0,0.0
34,39,0.0,10.113.716.125.488.200
34,40,0.0,10.018.348.693.847.600
34,41,0.0,0.0
34,42,0.0,0.0
34,43,0.0,0.0
34,44,0.0,0.0
34,45,0.0,10.106.563.568.115.200
34,46,0.0,1.001.596.450.805.660
34,47,5.518.913.269.042.960,0.0
34,48,0.0,9.970.664.978.027.340
34,49,0.0,0.0
34,50,12.466.907.501.220.700,10.006.427.764.892.500
34,51,2.560.138.702.392.570,13.439.655.303.955.000
34,52,7.982.254.028.320.310,0.0
34,53,11.124.610.900.878.900,0.0
34,54,10.023.117.065.429.600,25.365.352.630.615.200
34,55,0.0,11.949.539.184.570.300
35,1,9.987.354.278.564.450,0.0
35,2,0.0,40.972.232.818.603.500
35,3,0.0,0.0
35,4,9.975.433.349.609.370,10.144.710.540.771.400
35,5,0.0,0.0
35,6,0.0,10.004.043.579.101.500
35,7,31.685.829.162.597.600,0.0
35,8,0.0,0.0
35,9,0.0,0.0
35,10,0.0,43.511.390.686.035.100
35,11,0.0,0.0
35,12,0.0,10.149.478.912.353.500
35,13,0.0,0.0
35,14,0.0,0.0
35,15,0.0,0.0
35,16,0.0,0.0
35,17,0.0,0.0
35,18,36.644.935.607.910.100,0.0
35,19,0.0,8.270.740.509.033.200
35,20,0.0,0.0
35,21,0.0,10.311.603.546.142.500
35,22,0.0,9.791.851.043.701.170
35,23,9.975.433.349.609.370,1.001.119.613.647.460
35,24,0.0,0.0
35,25,0.0,4.916.191.101.074.210
35,26,2.875.328.063.964.840,0.0
35,27,7.085.800.170.898.430,10.094.642.639.160.100
35,28,0.0,0.0
35,29,0.0,0.0
35,30,0.0,0.0
35,31,0.0,0.0
35,32,10.018.348.693.847.600,0.0
35,33,0.0,35.758.018.493.652.300
35,34,0.0,0.0
35,35,0.0,10.142.326.354.980.400
35,36,0.0,0.0
35,37,1.001.596.450.805.660,9.970.664.978.027.340
35,38,0.0,0.0
35,39,0.0,9.999.275.207.519.530
35,40,15.065.670.013.427.700,0.0
35,41,0.0,9.975.433.349.609.370
35,42,2.722.740.173.339.840,1.094.818.115.234.370
35,43,0.0,8.084.774.017.333.980
35,44,17.557.144.165.039.000,0.0
35,45,3.147.125.244.140.620,0.0
35,46,10.113.716.125.488.200,0.0
35,47,1.003.265.380.859.370,0.0
35,48,5.779.266.357.421.870,0.0
35,49,0.0,10.101.795.196.533.200
35,50,0.0,0.0
35,51,4.014.253.616.333.000,0.0
35,52,0.0,10.066.032.409.667.900
35,53,0.0,0.0
35,54,0.0,10.004.043.579.101.500
35,55,0.0,55.694.580.078.125
36,1,0.0,5.786.418.914.794.920
36,2,0.0,16.164.779.663.085.900
36,3,49.974.918.365.478.500,0.0
36,4,5.850.791.931.152.340,9.989.738.464.355.460
36,5,5.242.824.554.443.350,0.0
36,6,0.0,0.0
36,7,0.0,10.037.422.180.175.700
36,8,9.970.664.978.027.340,0.0
36,9,0.0,0.0
36,10,997.304.916.381.836,10.156.631.469.726.500
36,11,10.516.643.524.169.900,0.0
36,12,0.0,0.0
36,13,1.210.927.963.256.830,0.0
36,14,10.104.179.382.324.200,6.597.042.083.740.230
36,15,408.172.607.421.875,0.0
36,16,0.0,2.012.968.063.354.490
36,17,3.112.316.131.591.790,0.0
36,18,0.0,0.0
36,19,1.628.875.732.421.870,2.594.470.977.783.200
36,20,23.436.546.325.683.500,0.0
36,21,0.0,10.173.320.770.263.600
36,22,10.213.851.928.710.900,0.0
36,23,10.004.043.579.101.500,0.0
36,24,0.0,9.930.133.819.580.070
36,25,9.882.450.103.759.760,0.0
36,26,1.155.853.271.484.370,0.0
36,27,9.210.109.710.693.350,0.0
36,28,0.0,0.0
36,29,0.0,10.008.811.950.683.500
36,30,9.980.201.721.191.400,6.592.273.712.158.200
36,31,0.0,0.0
36,32,0.0,0.0
36,33,0.0,0.0
36,34,6.134.510.040.283.200,0.0
36,35,0.0,2.508.878.707.885.740
36,36,0.0,0.0
36,37,5.204.677.581.787.100,0.0
36,38,10.132.789.611.816.400,0.0
36,39,0.0,0.0
36,40,10.037.422.180.175.700,0.0
36,41,995.635.986.328.125,0.0
36,42,0.0,28.302.669.525.146.400
36,43,9.999.275.207.519.530,0.0
36,44,0.0,0.0
36,45,0.0,9.500.980.377.197.260
36,46,0.0,0.0
36,47,15.573.501.586.914.000,18.804.073.333.740.200
36,48,10.094.642.639.160.100,1.461.029.052.734.370
36,49,10.001.659.393.310.500,15.416.145.324.707.000
36,50,20.062.923.431.396.400,15.213.489.532.470.700
36,51,5.948.543.548.583.980,9.980.201.721.191.400
36,52,3.737.926.483.154.290,0.0
36,53,5.648.136.138.916.010,12.493.133.544.921.800
36,54,9.655.952.453.613.280,4.620.552.062.988.280
36,55,1.363.515.853.881.830,10.085.105.895.996.000
37,1,0.0,0.0
37,2,64.134.597.778,0.0
37,3,0.0,0.0
37,4,0.0,0.0
37,5,0.0,0.0
37,6,0.0,0.0
37,7,0.0,0.0
37,8,0.0,0.0
37,9,0.0,0.0
37,10,2.765.655.517.578.120,38.640.499.114.990.200
37,11,0.0,0.0
37,12,10.173.320.770.263.600,0.0
37,13,0.0,0.0
37,14,7.162.094.116.210.930,0.0
37,15,0.0,1.007.080.078.125
37,16,0.0,0.0
37,17,43.833.255.767.822.200,1.165.628.433.227.530
37,18,0.0,10.790.824.890.136.700
37,19,0.0,15.072.822.570.800.700
37,20,0.0,0.0
37,21,15.177.726.745.605.400,1.007.080.078.125
37,22,0.0,0.0
37,23,10.089.874.267.578.100,0.0
37,24,0.0,0.0
37,25,5.311.965.942.382.810,9.989.738.464.355.460
37,26,10.123.252.868.652.300,0.0
37,27,10.035.037.994.384.700,9.629.726.409.912.100
37,28,0.0,39.124.488.830.566.400
37,29,99.945.068.359.375,10.137.557.983.398.400
37,30,9.601.116.180.419.920,0.0
37,31,0.0,0.0
37,32,0.0,0.0
37,33,5.114.078.521.728.510,0.0
37,34,0.0,0.0
37,35,0.0,0.0
37,36,0.0,0.0
37,37,0.0,4.095.315.933.227.530
37,38,10.116.100.311.279.200,0.0
37,39,0.0,0.0
37,40,0.0,10.077.953.338.623.000
37,41,10.225.772.857.666.000,0.0
37,42,0.0,11.556.148.529.052.700
37,43,0.0,7.798.671.722.412.100
37,44,10.707.378.387.451.100,19.037.723.541.259.700
37,45,7.917.881.011.962.890,0.0
37,46,0.0,0.0
37,47,1.012.563.705.444.330,10.008.811.950.683.500
37,48,99.945.068.359.375,0.0
37,49,0.0,0.0
37,50,10.409.355.163.574.200,20.029.544.830.322.200
37,51,7.050.037.384.033.200,0.0
37,52,7.944.107.055.664.060,0.0
37,53,12.621.879.577.636.700,10.123.252.868.652.300
37,54,10.704.994.201.660.100,9.992.122.650.146.480
37,55,6.055.831.909.179.680,0.0
38,1,3.352.165.222.167.960,11.970.996.856.689.400
38,2,5.512.237.548.828.120,0.0
38,3,5.443.096.160.888.670,0.0
38,4,5.307.197.570.800.780,0.0
38,5,5.402.565.002.441.400,0.0
38,6,5.347.728.729.248.040,9.968.280.792.236.320
38,7,5.297.660.827.636.710,7.414.817.810.058.590
38,8,0.0,0.0
38,9,0.0,0.0
38,10,8.101.463.317.871.090,9.591.579.437.255.850
38,11,8.525.848.388.671.870,10.123.252.868.652.300
38,12,5.571.842.193.603.510,10.027.885.437.011.700
38,13,5.478.858.947.753.900,7.607.936.859.130.850
38,14,6.072.521.209.716.790,0.0
38,15,16.641.616.821.289.000,0.0
38,16,5.409.717.559.814.450,1.512.765.884.399.410
38,17,5.624.294.281.005.850,0.0
38,18,5.118.846.893.310.540,0.0
38,19,7.321.834.564.208.980,0.0
38,20,17.173.290.252.685.500,0.0
38,21,8.273.124.694.824.210,0.0
38,22,5.495.548.248.291.010,0.0
38,23,5.519.390.106.201.170,0.0
38,24,5.304.813.385.009.760,38.230.419.158.935.500
38,25,5.476.474.761.962.890,0.0
38,26,5.555.152.893.066.400,10.113.716.125.488.200
38,27,5.414.485.931.396.480,0.0
38,28,6.105.899.810.791.010,9.996.891.021.728.510
38,29,5.319.118.499.755.850,0.0
38,30,6.582.736.968.994.140,1.001.596.450.805.660
38,31,5.347.728.729.248.040,0.0
38,32,5.557.537.078.857.420,0.0
38,33,5.524.158.477.783.200,7.252.693.176.269.530
38,34,5.545.616.149.902.340,0.0
38,35,5.345.344.543.457.030,0.0
38,36,6.303.787.231.445.310,0.0
38,37,11.119.842.529.296.800,0.0
38,38,1.741.647.720.336.910,0.0
38,39,8.890.628.814.697.260,0.0
38,40,11.816.024.780.273.400,29.413.700.103.759.700
38,41,9.002.685.546.875,1.013.040.542.602.530
38,42,5.846.023.559.570.310,10.292.530.059.814.400
38,43,6.101.131.439.208.980,0.0
38,44,5.311.965.942.382.810,9.703.636.169.433.590
38,45,11.250.972.747.802.700,9.970.664.978.027.340
38,46,5.183.219.909.667.960,0.0
38,47,10.440.349.578.857.400,8.246.898.651.123.040
38,48,6.315.708.160.400.390,6.456.375.122.070.310
38,49,5.092.620.849.609.370,0.0
38,50,10.318.756.103.515.600,10.037.422.180.175.700
38,51,9.779.930.114.746.090,9.982.585.906.982.420
38,52,9.982.585.906.982.420,0.0
38,53,0.0,10.013.580.322.265.600
38,54,0.0,99.945.068.359.375
38,55,28.014.183.044.433.500,32.901.763.916.015.600
39,1,9.999.275.207.519.530,0.0
39,2,0.0,0.0
39,3,0.0,0.0
39,4,0.0,0.0
39,5,0.0,0.0
39,6,0.0,0.0
39,7,10.037.422.180.175.700,0.0
39,8,0.0,17.824.172.973.632.800
39,9,0.0,6.132.125.854.492.180
39,10,12.369.155.883.789.000,0.0
39,11,0.0,20.177.364.349.365.200
39,12,10.030.269.622.802.700,0.0
39,13,0.0,0.0
39,14,0.0,10.008.811.950.683.500
39,15,0.0,0.0
39,16,0.0,0.0
39,17,9.987.354.278.564.450,0.0
39,18,5.586.147.308.349.600,0.0
39,19,4.742.145.538.330.070,9.975.433.349.609.370
39,20,0.0,0.0
39,21,0.0,0.0
39,22,0.0,1.003.265.380.859.370
39,23,7.650.852.203.369.140,6.949.901.580.810.540
39,24,6.456.375.122.070.310,0.0
39,25,0.0,0.0
39,26,0.0,0.0
39,27,0.0,0.0
39,28,0.0,10.042.190.551.757.800
39,29,10.106.563.568.115.200,0.0
39,30,0.0,9.984.970.092.773.430
39,31,0.0,0.0
39,32,0.0,9.982.585.906.982.420
39,33,0.0,3.883.838.653.564.450
39,34,15.060.901.641.845.700,2.551.078.796.386.710
39,35,0.0,0.0
39,36,0.0,1.008.749.008.178.710
39,37,10.089.874.267.578.100,0.0
39,38,6.330.013.275.146.480,0.0
39,39,7.753.372.192.382.810,0.0
39,40,18.095.970.153.808.500,0.0
39,41,1.001.596.450.805.660,0.0
39,42,0.0,0.0
39,43,99.945.068.359.375,0.0
39,44,0.0,0.0
39,45,9.987.354.278.564.450,10.170.936.584.472.600
39,46,0.0,0.0
39,47,9.038.448.333.740.230,15.072.822.570.800.700
39,48,1.138.925.552.368.160,0.0
39,49,21.696.090.698.242.100,1.007.080.078.125
39,50,17.442.703.247.070.300,10.020.732.879.638.600
39,51,0.0,835.418.701.171.875
39,52,0.0,8.332.729.339.599.600
39,53,5.606.651.306.152.340,0.0
39,54,1.043.081.283.569.330,1.004.934.310.913.080
39,55,0.0,9.961.128.234.863.280
40,1,0.0,0.0
40,2,0.0,0.0
40,3,12.552.738.189.697.200,10.004.043.579.101.500
40,4,0.0,0.0
40,5,0.0,0.0
40,6,0.0,9.992.122.650.146.480
40,7,0.0,43.201.446.533.203.100
40,8,0.0,0.0
40,9,0.0,0.0
40,10,0.0,0.0
40,11,0.0,0.0
40,12,0.0,0.0
40,13,0.0,0.0
40,14,0.0,6.644.725.799.560.540
40,15,0.0,0.0
40,16,0.0,0.0
40,17,10.082.721.710.205.000,5.185.604.095.458.980
40,18,0.0,0.0
40,19,9.834.766.387.939.450,10.094.642.639.160.100
40,20,0.0,0.0
40,21,0.0,0.0
40,22,0.0,0.0
40,23,0.0,0.0
40,24,0.0,10.027.885.437.011.700
40,25,0.0,0.0
40,26,0.0,0.0
40,27,0.0,9.992.122.650.146.480
40,28,0.0,6.377.696.990.966.790
40,29,0.0,713.348.388.671.875
40,30,35.114.288.330.078.100,21.123.886.108.398.400
40,31,0.0,10.030.269.622.802.700
40,32,0.0,0.0
40,33,40.841.102.600.097.600,9.987.354.278.564.450
40,34,0.0,0.0
40,35,10.101.795.196.533.200,0.0
40,36,0.0,0.0
40,37,9.999.275.207.519.530,7.638.931.274.414.060
40,38,0.0,36.787.986.755.371.000
40,39,0.0,0.0
40,40,0.0,10.097.026.824.951.100
40,41,15.513.896.942.138.600,0.0
40,42,9.000.301.361.083.980,15.680.789.947.509.700
40,43,0.0,7.114.410.400.390.620
40,44,10.020.732.879.638.600,0.0
40,45,7.784.366.607.666.010,2.716.064.453.125
40,46,0.0,0.0
40,47,11.353.492.736.816.400,0.0
40,48,0.0,997.304.916.381.836
40,49,0.0,0.0
40,50,10.099.411.010.742.100,19.989.013.671.875
40,51,15.082.359.313.964.800,0.0
40,52,0.0,10.006.427.764.892.500
40,53,0.0,0.0
40,54,10.008.811.950.683.500,8.971.691.131.591.790
40,55,5.800.724.029.541.010,1.007.080.078.125
41,1,8.995.532.989.501.950,0.0
41,2,244.140.625,0.0
41,3,0.0,10.013.580.322.265.600
41,4,0.0,0.0
41,5,9.999.275.207.519.530,0.0
41,6,0.0,0.0
41,7,0.0,15.070.438.385.009.700
41,8,0.0,0.0
41,9,0.0,0.0
41,10,5.347.728.729.248.040,11.026.859.283.447.200
41,11,0.0,0.0
41,12,5.106.925.964.355.460,0.0
41,13,0.0,0.0
41,14,0.0,0.0
41,15,0.0,0.0
41,16,5.074.739.456.176.750,0.0
41,17,10.213.851.928.710.900,6.184.577.941.894.530
41,18,0.0,0.0
41,19,0.0,0.0
41,20,1.001.596.450.805.660,33.845.901.489.257.800
41,21,0.0,0.0
41,22,1.001.119.613.647.460,10.142.326.354.980.400
41,23,0.0,0.0
41,24,0.0,9.949.207.305.908.200
41,25,4.973.411.560.058.590,0.0
41,26,1.004.934.310.913.080,0.0
41,27,10.137.557.983.398.400,10.540.485.382.080.000
41,28,9.844.303.131.103.510,0.0
41,29,9.982.585.906.982.420,9.970.664.978.027.340
41,30,7.717.609.405.517.570,5.152.225.494.384.760
41,31,0.0,0.0
41,32,0.0,0.0
41,33,41.937.828.063.964.800,0.0
41,34,11.336.803.436.279.200,0.0
41,35,5.006.790.161.132.810,0.0
41,36,10.175.704.956.054.600,0.0
41,37,997.781.753.540.039,0.0
41,38,0.0,0.0
41,39,10.547.637.939.453.100,0.0
41,40,0.0,51.021.575.927.734.300
41,41,0.0,10.135.173.797.607.400
41,42,0.0,0.0
41,43,0.0,0.0
41,44,0.0,15.094.280.242.919.900
41,45,1.008.749.008.178.710,14.269.351.959.228.500
41,46,0.0,0.0
